"","federal_subject","cases","recov","deaths","active","edit_date"
"1640","Yaroslavl Oblast",27,6,0,21,"14:51 14 April 2020"
"1641","Novgorod Oblast",26,4,0,22,"14:51 14 April 2020"
"1642","Yakutia",26,13,0,13,"14:51 14 April 2020"
"1643","Pskov Oblast",21,6,2,13,"14:51 14 April 2020"
"1644","Khakassia",20,3,0,17,"14:51 14 April 2020"
"1645","Omsk Oblast",20,6,0,14,"14:51 14 April 2020"
"1646","Udmurtia",19,3,0,16,"14:51 14 April 2020"
"1647","Kostroma Oblast",18,3,2,13,"14:51 14 April 2020"
"1648","Karachay-Cherkessia",16,0,0,16,"14:51 14 April 2020"
"1649","Tomsk Oblast",15,4,0,11,"14:51 14 April 2020"
"1650","Zabaykalsky Krai",14,1,0,13,"14:51 14 April 2020"
"1651","Kemerovo Oblast",14,3,0,11,"14:51 14 April 2020"
"1652","Sakhalin Oblast",11,6,0,5,"14:51 14 April 2020"
"1653","Kamchatka Krai",10,0,0,10,"14:51 14 April 2020"
"1654","Jewish Autonomous Oblast",9,0,0,9,"14:51 14 April 2020"
"1655","Sevastopol",7,2,0,5,"14:51 14 April 2020"
"1656","Tuva",6,0,0,6,"14:51 14 April 2020"
"1657","Amur Oblast",6,1,0,5,"14:51 14 April 2020"
"1658","Kurgan Oblast",4,1,0,3,"14:51 14 April 2020"
"1659","Republic of Karelia",3,0,0,3,"14:51 14 April 2020"
"1660","Magadan Oblast",3,1,0,2,"14:51 14 April 2020"
"1661","Moscow",14776,1205,106,13464,"13:46 15 April 2020"
"1662","Moscow Oblast",2587,75,26,2486,"13:46 15 April 2020"
"1663","Saint Petersburg",929,95,5,829,"13:46 15 April 2020"
"1664","Komi Republic",402,1,3,399,"13:46 15 April 2020"
"1665","Nizhny Novgorod Oblast",339,21,4,312,"13:46 15 April 2020"
"1666","Leningrad Oblast",298,5,0,293,"13:46 15 April 2020"
"1667","Murmansk Oblast",265,14,1,250,"13:46 15 April 2020"
"1668","Krasnodar Krai",239,40,3,196,"13:46 15 April 2020"
"1669","Bryansk Oblast",164,12,0,152,"13:46 15 April 2020"
"1670","Bashkortostan",149,9,5,135,"13:46 15 April 2020"
"1671","Vladimir Oblast",145,1,2,142,"13:46 15 April 2020"
"1672","Krasnoyarsk Krai",142,17,0,125,"13:46 15 April 2020"
"1673","Tula Oblast",130,17,0,113,"13:46 15 April 2020"
"1674","Ivanovo Oblast",121,8,0,113,"13:46 15 April 2020"
"1675","Mari El",118,8,1,109,"13:46 15 April 2020"
"1676","Tver Oblast",117,3,0,114,"13:46 15 April 2020"
"1677","Ryazan Oblast",116,4,0,112,"13:46 15 April 2020"
"1678","Stavropol Krai",115,11,2,102,"13:46 15 April 2020"
"1679","Perm Krai",114,16,3,95,"13:46 15 April 2020"
"1680","Tatarstan",107,14,0,93,"13:46 15 April 2020"
"1681","Smolensk Oblast",106,1,1,104,"13:46 15 April 2020"
"1682","Dagestan",105,9,3,93,"13:46 15 April 2020"
"1683","Chechnya",105,15,5,85,"13:46 15 April 2020"
"1684","Sverdlovsk Oblast",105,37,0,68,"13:46 15 April 2020"
"1685","Ulyanovsk Oblast",104,2,0,102,"13:46 15 April 2020"
"1686","Rostov Oblast",104,8,0,96,"13:46 15 April 2020"
"1687","Penza Oblast",100,4,2,93,"13:46 15 April 2020"
"1688","Buryatia",92,23,2,67,"13:46 15 April 2020"
"1689","Ingushetia",90,1,1,88,"13:46 15 April 2020"
"1690","Kursk Oblast",89,3,0,86,"13:46 15 April 2020"
"1691","Tyumen Oblast",85,10,1,74,"13:46 15 April 2020"
"1692","Lipetsk Oblast",85,15,0,70,"13:46 15 April 2020"
"1693","Kaliningrad Oblast",84,24,1,59,"13:46 15 April 2020"
"1694","Tambov Oblast",83,6,0,77,"13:46 15 April 2020"
"1695","Chuvashia",78,2,0,76,"13:46 15 April 2020"
"1696","Khabarovsk Krai",77,7,2,68,"13:46 15 April 2020"
"1697","Voronezh Oblast",75,19,1,55,"13:46 15 April 2020"
"1698","Kaluga Oblast",74,5,0,69,"13:46 15 April 2020"
"1699","Yamalo-Nenets Autonomous Okrug",73,0,1,72,"13:46 15 April 2020"
"1700","Mordovia",71,5,0,66,"13:46 15 April 2020"
"1701","Khanty-Mansi Autonomous Okrug",71,9,0,62,"13:46 15 April 2020"
"1702","Kirov Oblast",64,9,0,55,"13:46 15 April 2020"
"1703","Saratov Oblast",56,8,0,48,"13:46 15 April 2020"
"1704","Orenburg Oblast",54,6,1,47,"13:46 15 April 2020"
"1705","Novosibirsk Oblast",53,11,0,42,"13:46 15 April 2020"
"1706","Vologda Oblast",52,0,0,52,"13:46 15 April 2020"
"1707","North Ossetia-Alania",52,1,2,49,"13:46 15 April 2020"
"1708","Chelyabinsk Oblast",51,13,0,38,"13:46 15 April 2020"
"1709","Kabardino-Balkaria",50,3,0,47,"13:46 15 April 2020"
"1710","Astrakhan Oblast",47,2,1,44,"13:46 15 April 2020"
"1711","Volgograd Oblast",47,7,0,40,"13:46 15 April 2020"
"1712","Belgorod Oblast",45,3,1,41,"13:46 15 April 2020"
"1713","Oryol Oblast",41,3,0,38,"13:46 15 April 2020"
"1714","Samara Oblast",40,14,0,26,"13:46 15 April 2020"
"1715","Altai Krai",39,3,0,36,"13:46 15 April 2020"
"1716","Irkutsk Oblast",39,3,2,34,"13:46 15 April 2020"
"1717","Yaroslavl Oblast",39,7,0,32,"13:46 15 April 2020"
"1718","Primorsky Krai",36,3,2,31,"13:46 15 April 2020"
"1719","Kalmykia",35,9,2,24,"13:46 15 April 2020"
"1720","Republic of Crimea",34,12,0,22,"13:46 15 April 2020"
"1721","Yakutia",33,15,0,18,"13:46 15 April 2020"
"1722","Arkhangelsk Oblast",32,10,0,22,"13:46 15 April 2020"
"1723","Pskov Oblast",27,8,4,15,"13:46 15 April 2020"
"1724","Udmurtia",27,4,0,23,"13:46 15 April 2020"
"1725","Kostroma Oblast",27,3,2,22,"13:46 15 April 2020"
"1726","Adygea",27,12,0,15,"13:46 15 April 2020"
"1727","Khakassia",26,3,0,23,"13:46 15 April 2020"
"1728","Novgorod Oblast",26,4,0,22,"13:46 15 April 2020"
"1729","Karachay-Cherkessia",23,0,0,23,"13:46 15 April 2020"
"1730","Omsk Oblast",22,9,0,13,"13:46 15 April 2020"
"1731","Kemerovo Oblast",15,4,0,11,"13:46 15 April 2020"
"1732","Tomsk Oblast",15,4,0,11,"13:46 15 April 2020"
"1733","Zabaykalsky Krai",14,1,0,13,"13:46 15 April 2020"
"1734","Sakhalin Oblast",12,6,0,6,"13:46 15 April 2020"
"1735","Kamchatka Krai",10,0,0,10,"13:46 15 April 2020"
"1736","Kurgan Oblast",10,1,0,9,"13:46 15 April 2020"
"1737","Jewish Autonomous Oblast",9,0,0,9,"13:46 15 April 2020"
"1738","Sevastopol",8,2,0,6,"13:46 15 April 2020"
"1739","Republic of Karelia",7,0,0,7,"13:46 15 April 2020"
"1740","Tuva",6,0,0,6,"13:46 15 April 2020"
"1741","Amur Oblast",6,1,0,5,"13:46 15 April 2020"
"1742","Magadan Oblast",3,1,0,2,"13:46 15 April 2020"
"1743","Chukotka Autonomous Okrug",1,0,0,1,"13:46 15 April 2020"
"1744","Nenets Autonomous Okrug",1,0,0,1,"13:46 15 April 2020"
"1745","Moscow",16146,1394,113,14638,"14:16 16 April 2020"
"1746","Moscow Oblast",3054,91,33,2930,"14:16 16 April 2020"
"1747","Saint Petersburg",1083,110,7,966,"14:16 16 April 2020"
"1748","Komi Republic",441,6,3,432,"14:16 16 April 2020"
"1749","Nizhny Novgorod Oblast",404,21,4,377,"14:16 16 April 2020"
"1750","Leningrad Oblast",330,5,0,325,"14:16 16 April 2020"
"1751","Murmansk Oblast",306,15,1,290,"14:16 16 April 2020"
"1752","Krasnodar Krai",260,40,3,217,"14:16 16 April 2020"
"1753","Krasnoyarsk Krai",202,17,0,185,"14:16 16 April 2020"
"1754","Bryansk Oblast",201,23,0,178,"14:16 16 April 2020"
"1755","Bashkortostan",191,9,5,177,"14:16 16 April 2020"
"1756","Tula Oblast",174,19,0,155,"14:16 16 April 2020"
"1757","Vladimir Oblast",159,1,5,153,"14:16 16 April 2020"
"1758","Ryazan Oblast",154,4,0,150,"14:16 16 April 2020"
"1759","Dagestan",154,9,6,139,"14:16 16 April 2020"
"1760","Ingushetia",153,1,2,150,"14:16 16 April 2020"
"1761","Tver Oblast",151,9,0,142,"14:16 16 April 2020"
"1762","Mari El",147,8,1,138,"14:16 16 April 2020"
"1763","Rostov Oblast",145,8,0,137,"14:16 16 April 2020"
"1764","Stavropol Krai",143,11,2,130,"14:16 16 April 2020"
"1765","Ivanovo Oblast",136,8,0,128,"14:16 16 April 2020"
"1766","Tambov Oblast",133,6,0,127,"14:16 16 April 2020"
"1767","Smolensk Oblast",132,1,1,130,"14:16 16 April 2020"
"1768","Perm Krai",132,19,3,110,"14:16 16 April 2020"
"1769","Tatarstan",128,14,0,114,"14:16 16 April 2020"
"1770","Chuvashia",125,2,1,122,"14:16 16 April 2020"
"1771","Ulyanovsk Oblast",123,2,0,121,"14:16 16 April 2020"
"1772","Kursk Oblast",120,5,2,113,"14:16 16 April 2020"
"1773","Tyumen Oblast",112,10,1,101,"14:16 16 April 2020"
"1774","Sverdlovsk Oblast",111,44,0,67,"14:16 16 April 2020"
"1775","Khanty-Mansi Autonomous Okrug",110,15,0,95,"14:16 16 April 2020"
"1776","Chechnya",108,15,5,88,"14:16 16 April 2020"
"1777","Penza Oblast",107,4,2,101,"14:16 16 April 2020"
"1778","Kaluga Oblast",102,8,1,93,"14:16 16 April 2020"
"1779","Buryatia",100,24,2,74,"14:16 16 April 2020"
"1780","Lipetsk Oblast",96,22,0,74,"14:16 16 April 2020"
"1781","Yamalo-Nenets Autonomous Okrug",95,0,1,94,"14:16 16 April 2020"
"1782","Kaliningrad Oblast",92,26,1,65,"14:16 16 April 2020"
"1783","Khabarovsk Krai",91,7,2,82,"14:16 16 April 2020"
"1784","Voronezh Oblast",89,20,1,68,"14:16 16 April 2020"
"1785","Orenburg Oblast",82,12,2,69,"14:16 16 April 2020"
"1786","Oryol Oblast",73,7,0,66,"14:16 16 April 2020"
"1787","Kirov Oblast",73,9,0,64,"14:16 16 April 2020"
"1788","Mordovia",71,5,1,65,"14:16 16 April 2020"
"1789","Saratov Oblast",70,8,0,62,"14:16 16 April 2020"
"1790","Kabardino-Balkaria",69,3,0,66,"14:16 16 April 2020"
"1791","Vologda Oblast",67,8,0,59,"14:16 16 April 2020"
"1792","Novosibirsk Oblast",64,14,1,49,"14:16 16 April 2020"
"1793","Yaroslavl Oblast",62,7,0,55,"14:16 16 April 2020"
"1794","Astrakhan Oblast",60,2,3,55,"14:16 16 April 2020"
"1795","Belgorod Oblast",58,3,2,53,"14:16 16 April 2020"
"1796","Volgograd Oblast",58,7,0,51,"14:16 16 April 2020"
"1797","Novgorod Oblast",53,4,0,49,"14:16 16 April 2020"
"1798","Chelyabinsk Oblast",53,22,0,31,"14:16 16 April 2020"
"1799","North Ossetia-Alania",52,3,2,47,"14:16 16 April 2020"
"1800","Samara Oblast",50,14,0,36,"14:16 16 April 2020"
"1801","Altai Krai",48,3,0,45,"14:16 16 April 2020"
"1802","Irkutsk Oblast",45,4,2,39,"14:16 16 April 2020"
"1803","Adygea",43,15,1,27,"14:16 16 April 2020"
"1804","Udmurtia",42,4,0,38,"14:16 16 April 2020"
"1805","Primorsky Krai",40,3,2,35,"14:16 16 April 2020"
"1806","Kostroma Oblast",38,3,2,33,"14:16 16 April 2020"
"1807","Republic of Crimea",37,14,0,23,"14:16 16 April 2020"
"1808","Kalmykia",36,9,2,25,"14:16 16 April 2020"
"1809","Yakutia",35,15,0,20,"14:16 16 April 2020"
"1810","Arkhangelsk Oblast",33,10,0,23,"14:16 16 April 2020"
"1811","Pskov Oblast",32,8,4,20,"14:16 16 April 2020"
"1812","Karachay-Cherkessia",30,0,0,30,"14:16 16 April 2020"
"1813","Zabaykalsky Krai",28,1,0,27,"14:16 16 April 2020"
"1814","Khakassia",27,3,0,24,"14:16 16 April 2020"
"1815","Omsk Oblast",23,9,0,14,"14:16 16 April 2020"
"1816","Kamchatka Krai",21,0,0,21,"14:16 16 April 2020"
"1817","Tomsk Oblast",21,4,0,17,"14:16 16 April 2020"
"1818","Magadan Oblast",18,1,0,17,"14:16 16 April 2020"
"1819","Kemerovo Oblast",18,5,0,13,"14:16 16 April 2020"
"1820","Sakhalin Oblast",12,6,0,6,"14:16 16 April 2020"
"1821","Kurgan Oblast",11,3,0,8,"14:16 16 April 2020"
"1822","Jewish Autonomous Oblast",10,0,0,10,"14:16 16 April 2020"
"1823","Amur Oblast",9,1,0,8,"14:16 16 April 2020"
"1824","Republic of Karelia",8,0,0,8,"14:16 16 April 2020"
"1825","Tuva",8,0,0,8,"14:16 16 April 2020"
"1826","Sevastopol",8,2,0,6,"14:16 16 April 2020"
"1827","Chukotka Autonomous Okrug",1,0,0,1,"14:16 16 April 2020"
"1828","Nenets Autonomous Okrug",1,0,0,1,"14:16 16 April 2020"
"1829","Moscow Oblast",3526,7690863,4,NA,"17:46 17 April 2020"
"1830","Saint Petersburg",1507,5398064,2,NA,"17:46 17 April 2020"
"1831","Nizhny Novgorod Oblast",458,3202946,1,NA,"17:46 17 April 2020"
"1832","Komi Republic",455,820473,5,NA,"17:46 17 April 2020"
"1833","Leningrad Oblast",354,1875872,1,NA,"17:46 17 April 2020"
"1834","Murmansk Oblast",314,741404,4,NA,"17:46 17 April 2020"
"1835","Krasnodar Krai",290,5675462,0,NA,"17:46 17 April 2020"
"1836","Krasnoyarsk Krai",231,2866255,0,NA,"17:46 17 April 2020"
"1837","Bryansk Oblast",228,1192491,1,NA,"17:46 17 April 2020"
"1838","Dagestan",213,3110858,0,NA,"17:46 17 April 2020"
"1839","Bashkortostan",213,4038151,0,NA,"17:46 17 April 2020"
"1840","Tula Oblast",199,1466127,1,NA,"17:46 17 April 2020"
"1841","Ingushetia",191,507061,3,NA,"17:46 17 April 2020"
"1842","Tver Oblast",188,1260379,1,NA,"17:46 17 April 2020"
"1843","Ryazan Oblast",184,1108847,1,NA,"17:46 17 April 2020"
"1844","Vladimir Oblast",183,1358416,1,NA,"17:46 17 April 2020"
"1845","Mari El",179,679417,2,NA,"17:46 17 April 2020"
"1846","Rostov Oblast",168,4197821,0,NA,"17:46 17 April 2020"
"1847","Stavropol Krai",155,2803573,0,NA,"17:46 17 April 2020"
"1848","Ivanovo Oblast",149,997135,1,NA,"17:46 17 April 2020"
"1849","Tyumen Oblast",146,3756536,0,NA,"17:46 17 April 2020"
"1850","Kursk Oblast",145,1104008,1,NA,"17:46 17 April 2020"
"1851","Tatarstan",144,3902642,0,NA,"17:46 17 April 2020"
"1852","Perm Krai",144,2599260,0,NA,"17:46 17 April 2020"
"1853","Smolensk Oblast",139,934889,1,NA,"17:46 17 April 2020"
"1854","Ulyanovsk Oblast",138,1229824,1,NA,"17:46 17 April 2020"
"1855","Chuvashia",137,1217818,1,NA,"17:46 17 April 2020"
"1856","Mordovia",136,790197,1,NA,"17:46 17 April 2020"
"1857","Tambov Oblast",133,1006748,1,NA,"17:46 17 April 2020"
"1858","Khanty-Mansi Autonomous Okrug",128,1674676,0,NA,"17:46 17 April 2020"
"1859","Kaluga Oblast",122,1002575,1,NA,"17:46 17 April 2020"
"1860","Orenburg Oblast",120,1956835,0,NA,"17:46 17 April 2020"
"1861","Penza Oblast",119,1305563,0,NA,"17:46 17 April 2020"
"1862","Chechnya",115,1478726,0,NA,"17:46 17 April 2020"
"1863","Sverdlovsk Oblast",115,4310681,0,NA,"17:46 17 April 2020"
"1864","Khabarovsk Krai",109,1315643,0,NA,"17:46 17 April 2020"
"1865","Voronezh Oblast",108,2324205,0,NA,"17:46 17 April 2020"
"1866","Lipetsk Oblast",108,1139371,0,NA,"17:46 17 April 2020"
"1867","Kaliningrad Oblast",104,1012512,1,NA,"17:46 17 April 2020"
"1868","Buryatia",103,985937,1,NA,"17:46 17 April 2020"
"1869","Yamalo-Nenets Autonomous Okrug",101,544444,1,NA,"17:46 17 April 2020"
"1870","Kabardino-Balkaria",92,868350,1,NA,"17:46 17 April 2020"
"1871","Kirov Oblast",91,1262402,0,NA,"17:46 17 April 2020"
"1872","Saratov Oblast",87,2421895,0,NA,"17:46 17 April 2020"
"1873","Oryol Oblast",85,733498,1,NA,"17:46 17 April 2020"
"1874","Yaroslavl Oblast",81,1253389,0,NA,"17:46 17 April 2020"
"1875","Adygea",79,463088,1,NA,"17:46 17 April 2020"
"1876","Vologda Oblast",77,1160445,0,NA,"17:46 17 April 2020"
"1877","Novosibirsk Oblast",76,2798170,0,NA,"17:46 17 April 2020"
"1878","Novgorod Oblast",74,596508,1,NA,"17:46 17 April 2020"
"1879","Belgorod Oblast",70,1549151,0,NA,"17:46 17 April 2020"
"1880","North Ossetia-Alania",65,696837,0,NA,"17:46 17 April 2020"
"1881","Astrakhan Oblast",64,1005782,0,NA,"17:46 17 April 2020"
"1882","Samara Oblast",63,3179532,0,NA,"17:46 17 April 2020"
"1883","Volgograd Oblast",62,2491036,0,NA,"17:46 17 April 2020"
"1884","Udmurtia",58,1500955,0,NA,"17:46 17 April 2020"
"1885","Chelyabinsk Oblast",57,3466369,0,NA,"17:46 17 April 2020"
"1886","Kalmykia",53,271135,1,NA,"17:46 17 April 2020"
"1887","Altai Krai",53,2317153,0,NA,"17:46 17 April 2020"
"1888","Karachay-Cherkessia",49,465528,1,NA,"17:46 17 April 2020"
"1889","Primorsky Krai",49,1895868,0,NA,"17:46 17 April 2020"
"1890","Irkutsk Oblast",47,2391193,0,NA,"17:46 17 April 2020"
"1891","Kostroma Oblast",47,633385,0,NA,"17:46 17 April 2020"
"1892","Republic of Crimea",40,1912622,0,NA,"17:46 17 April 2020"
"1893","Khakassia",38,534262,0,NA,"17:46 17 April 2020"
"1894","Yakutia",38,971996,0,NA,"17:46 17 April 2020"
"1895","Pskov Oblast",37,626115,0,NA,"17:46 17 April 2020"
"1896","Arkhangelsk Oblast",34,1136535,0,NA,"17:46 17 April 2020"
"1897","Zabaykalsky Krai",30,1059700,0,NA,"17:46 17 April 2020"
"1898","Kamchatka Krai",29,313016,0,NA,"17:46 17 April 2020"
"1899","Omsk Oblast",26,1926665,0,NA,"17:46 17 April 2020"
"1900","Kemerovo Oblast",22,2657854,0,NA,"17:46 17 April 2020"
"1901","Tomsk Oblast",21,1079271,0,NA,"17:46 17 April 2020"
"1902","Sakhalin Oblast",19,488257,0,NA,"17:46 17 April 2020"
"1903","Magadan Oblast",18,140149,1,NA,"17:46 17 April 2020"
"1904","Jewish Autonomous Oblast",16,158305,1,NA,"17:46 17 April 2020"
"1905","Sevastopol",12,449138,0,NA,"17:46 17 April 2020"
"1906","Kurgan Oblast",12,827166,0,NA,"17:46 17 April 2020"
"1907","Amur Oblast",11,790044,0,NA,"17:46 17 April 2020"
"1908","Republic of Karelia",9,614064,0,NA,"17:46 17 April 2020"
"1909","Tuva",9,327383,0,NA,"17:46 17 April 2020"
"1910","Chukotka Autonomous Okrug",2,50288,0,NA,"17:46 17 April 2020"
"1911","Altai Republic",1,220181,0,NA,"17:46 17 April 2020"
"1912","Nenets Autonomous Okrug",1,44111,0,NA,"17:46 17 April 2020"
"1913","Moscow Oblast",3954,126,40,NA,"13:17 18 April 2020"
"1914","Saint Petersburg",1646,232,8,NA,"13:17 18 April 2020"
"1915","Nizhny Novgorod Oblast",517,21,4,NA,"13:17 18 April 2020"
"1916","Komi Republic",474,6,3,NA,"13:17 18 April 2020"
"1917","Leningrad Oblast",388,9,0,NA,"13:17 18 April 2020"
"1918","Murmansk Oblast",321,27,2,NA,"13:17 18 April 2020"
"1919","Krasnodar Krai",335,49,4,NA,"13:17 18 April 2020"
"1920","Krasnoyarsk Krai",276,17,0,NA,"13:17 18 April 2020"
"1921","Dagestan",257,28,9,NA,"13:17 18 April 2020"
"1922","Bryansk Oblast",256,29,1,NA,"13:17 18 April 2020"
"1923","Bashkortostan",252,14,8,NA,"13:17 18 April 2020"
"1924","Tver Oblast",237,9,0,NA,"13:17 18 April 2020"
"1925","Tula Oblast",229,25,0,NA,"13:17 18 April 2020"
"1926","Ingushetia",227,22,4,NA,"13:17 18 April 2020"
"1927","Ryazan Oblast",225,9,0,NA,"13:17 18 April 2020"
"1928","Mari El",219,24,1,NA,"13:17 18 April 2020"
"1929","Stavropol Krai",209,24,2,NA,"13:17 18 April 2020"
"1930","Mordovia",198,5,1,NA,"13:17 18 April 2020"
"1931","Vladimir Oblast",198,11,5,NA,"13:17 18 April 2020"
"1932","Rostov Oblast",197,12,0,NA,"13:17 18 April 2020"
"1933","Tyumen Oblast",185,10,2,NA,"13:17 18 April 2020"
"1934","Chechnya",175,15,5,NA,"13:17 18 April 2020"
"1935","Kursk Oblast",170,8,2,NA,"13:17 18 April 2020"
"1936","Perm Krai",170,21,3,NA,"13:17 18 April 2020"
"1937","Tambov Oblast",165,8,0,NA,"13:17 18 April 2020"
"1938","Chuvashia",164,6,1,NA,"13:17 18 April 2020"
"1939","Ivanovo Oblast",164,12,1,NA,"13:17 18 April 2020"
"1940","Khanty-Mansi Autonomous Okrug",161,19,0,NA,"13:17 18 April 2020"
"1941","Tatarstan",160,25,0,NA,"13:17 18 April 2020"
"1942","Ulyanovsk Oblast",157,2,2,NA,"13:17 18 April 2020"
"1943","Smolensk Oblast",152,1,2,NA,"13:17 18 April 2020"
"1944","Kaluga Oblast",151,9,2,NA,"13:17 18 April 2020"
"1945","Khabarovsk Krai",147,12,4,NA,"13:17 18 April 2020"
"1946","Penza Oblast",140,4,2,NA,"13:17 18 April 2020"
"1947","Orenburg Oblast",140,15,2,NA,"13:17 18 April 2020"
"1948","Voronezh Oblast",130,24,5,NA,"13:17 18 April 2020"
"1949","Lipetsk Oblast",129,38,0,NA,"13:17 18 April 2020"
"1950","Sverdlovsk Oblast",126,49,1,NA,"13:17 18 April 2020"
"1951","Oryol Oblast",119,7,1,NA,"13:17 18 April 2020"
"1952","Kaliningrad Oblast",115,30,1,NA,"13:17 18 April 2020"
"1953","Kabardino-Balkaria",114,8,0,NA,"13:17 18 April 2020"
"1954","Buryatia",112,26,2,NA,"13:17 18 April 2020"
"1955","Kirov Oblast",111,13,2,NA,"13:17 18 April 2020"
"1956","Yamalo-Nenets Autonomous Okrug",106,7,1,NA,"13:17 18 April 2020"
"1957","Yaroslavl Oblast",105,12,0,NA,"13:17 18 April 2020"
"1958","Astrakhan Oblast",99,7,3,NA,"13:17 18 April 2020"
"1959","Saratov Oblast",98,13,0,NA,"13:17 18 April 2020"
"1960","North Ossetia-Alania",94,5,2,NA,"13:17 18 April 2020"
"1961","Vologda Oblast",86,13,0,NA,"13:17 18 April 2020"
"1962","Novosibirsk Oblast",86,16,2,NA,"13:17 18 April 2020"
"1963","Adygea",84,15,2,NA,"13:17 18 April 2020"
"1964","Belgorod Oblast",81,9,2,NA,"13:17 18 April 2020"
"1965","Novgorod Oblast",80,4,1,NA,"13:17 18 April 2020"
"1966","Volgograd Oblast",79,23,1,NA,"13:17 18 April 2020"
"1967","Primorsky Krai",67,4,2,NA,"13:17 18 April 2020"
"1968","Kalmykia",67,9,3,NA,"13:17 18 April 2020"
"1969","Samara Oblast",64,15,0,NA,"13:17 18 April 2020"
"1970","Altai Krai",63,4,0,NA,"13:17 18 April 2020"
"1971","Magadan Oblast",62,1,0,NA,"13:17 18 April 2020"
"1972","Udmurtia",62,6,3,NA,"13:17 18 April 2020"
"1973","Chelyabinsk Oblast",61,29,0,NA,"13:17 18 April 2020"
"1974","Irkutsk Oblast",54,10,2,NA,"13:17 18 April 2020"
"1975","Kostroma Oblast",53,7,2,NA,"13:17 18 April 2020"
"1976","Karachay-Cherkessia",50,1,0,NA,"13:17 18 April 2020"
"1977","Yakutia",47,16,0,NA,"13:17 18 April 2020"
"1978","Khakassia",46,3,0,NA,"13:17 18 April 2020"
"1979","Republic of Crimea",43,21,0,NA,"13:17 18 April 2020"
"1980","Pskov Oblast",42,8,6,NA,"13:17 18 April 2020"
"1981","Arkhangelsk Oblast",39,11,0,NA,"13:17 18 April 2020"
"1982","Zabaykalsky Krai",33,4,0,NA,"13:17 18 April 2020"
"1983","Omsk Oblast",31,13,0,NA,"13:17 18 April 2020"
"1984","Kamchatka Krai",29,2,0,NA,"13:17 18 April 2020"
"1985","Kemerovo Oblast",26,6,1,NA,"13:17 18 April 2020"
"1986","Tomsk Oblast",24,4,0,NA,"13:17 18 April 2020"
"1987","Jewish Autonomous Oblast",19,4,0,NA,"13:17 18 April 2020"
"1988","Sakhalin Oblast",19,6,0,NA,"13:17 18 April 2020"
"1989","Republic of Karelia",15,0,0,NA,"13:17 18 April 2020"
"1990","Amur Oblast",14,4,0,NA,"13:17 18 April 2020"
"1991","Kurgan Oblast",13,3,0,NA,"13:17 18 April 2020"
"1992","Sevastopol",12,2,0,NA,"13:17 18 April 2020"
"1993","Tuva",9,0,0,NA,"13:17 18 April 2020"
"1994","Altai Republic",2,0,0,NA,"13:17 18 April 2020"
"1995","Chukotka Autonomous Okrug",2,0,0,NA,"13:17 18 April 2020"
"1996","Nenets Autonomous Okrug",1,0,0,NA,"13:17 18 April 2020"
"1997","Moscow",24324,1763,176,NA,"17:54 19 April 2020"
"1998","Moscow Oblast",4663,162,49,NA,"17:54 19 April 2020"
"1999","Saint Petersburg",1760,239,8,NA,"17:54 19 April 2020"
"2000","Nizhny Novgorod Oblast",646,21,4,NA,"17:54 19 April 2020"
"2001","Komi Republic",481,10,3,NA,"17:54 19 April 2020"
"2002","Leningrad Oblast",417,9,0,NA,"17:54 19 April 2020"
"2003","Krasnodar Krai",383,54,5,NA,"17:54 19 April 2020"
"2004","Murmansk Oblast",354,28,3,NA,"17:54 19 April 2020"
"2005","Krasnoyarsk Krai",300,17,0,NA,"17:54 19 April 2020"
"2006","Dagestan",292,28,9,NA,"17:54 19 April 2020"
"2007","Tula Oblast",287,39,0,NA,"17:54 19 April 2020"
"2008","Bryansk Oblast",279,30,1,NA,"17:54 19 April 2020"
"2009","Tver Oblast",270,12,0,NA,"17:54 19 April 2020"
"2010","Ingushetia",269,22,5,NA,"17:54 19 April 2020"
"2011","Ryazan Oblast",267,9,0,NA,"17:54 19 April 2020"
"2012","Mari El",262,24,1,NA,"17:54 19 April 2020"
"2013","Mordovia",258,5,1,NA,"17:54 19 April 2020"
"2014","Bashkortostan",252,14,10,NA,"17:54 19 April 2020"
"2015","Rostov Oblast",232,13,0,NA,"17:54 19 April 2020"
"2016","Stavropol Krai",232,26,3,NA,"17:54 19 April 2020"
"2017","Tyumen Oblast",227,20,2,NA,"17:54 19 April 2020"
"2018","Vladimir Oblast",225,11,5,NA,"17:54 19 April 2020"
"2019","Chechnya",219,19,5,NA,"17:54 19 April 2020"
"2020","Perm Krai",198,27,3,NA,"17:54 19 April 2020"
"2021","Kursk Oblast",196,8,2,NA,"17:54 19 April 2020"
"2022","Chuvashia",193,9,1,NA,"17:54 19 April 2020"
"2023","Tatarstan",191,25,0,NA,"17:54 19 April 2020"
"2024","Kaluga Oblast",188,9,2,NA,"17:54 19 April 2020"
"2025","Tambov Oblast",187,8,0,NA,"17:54 19 April 2020"
"2026","Khabarovsk Krai",185,12,4,NA,"17:54 19 April 2020"
"2027","Orenburg Oblast",184,16,2,NA,"17:54 19 April 2020"
"2028","Ivanovo Oblast",183,12,1,NA,"17:54 19 April 2020"
"2029","Khanty-Mansi Autonomous Okrug",175,20,0,NA,"17:54 19 April 2020"
"2030","Smolensk Oblast",173,4,2,NA,"17:54 19 April 2020"
"2031","Ulyanovsk Oblast",168,3,2,NA,"17:54 19 April 2020"
"2032","Voronezh Oblast",156,28,5,NA,"17:54 19 April 2020"
